alt barom Gx Gy Gz Ax Ay Az Mx My Mz t GPS_La GPS_Lo
2.66 994.58 -9.56 -11.28 -6.78 -0.63 -0.75 0.15 0.87 0.14 -0.07 1416.033 4054.02 7452.04
1.78 994.68 -16.06 -3.39 -12.54 -0.54 -0.94 0.16 0.85 0.14 -0.10 1416.536 4054.02 7452.04
2.42 994.60 -16.72 -2.70 -38.32 -0.51 -0.82 0.07 0.81 0.13 -0.11 1417.036 4054.02 7452.04
2.00 994.65 -38.30 -28.21 -23.56 -0.50 -0.87 0.19 0.77 0.10 -0.12 1417.538 4054.02 7452.04
1.97 994.66 -2.91 0.81 -18.76 -0.45 -0.85 0.26 0.75 0.09 -0.14 1418.037 4054.02 7452.04
2.56 994.59 8.13 -1.28 4.87 -0.51 -0.86 0.17 0.73 0.05 -0.14 1418.536 4054.02 7452.04
2.27 994.62 1.39 -0.58 -1.78 -0.53 -0.83 0.14 0.74 0.06 -0.14 1419.038 4054.02 7452.04
2.22 994.63 -11.49 21.82 -7.02 -0.56 -0.85 0.13 0.73 0.05 -0.14 1419.541 4054.02 7452.04
2.44 994.60 13.75 9.29 -35.49 -0.52 -0.87 -0.0 0.73 -0.03 -0.13 1420.042 4054.02 7452.04
2.50 994.60 -9.25 -0.05 -30.29 -0.67 -0.26 0.03 0.71 -0.11 -0.14 1420.545 4054.02 7452.04
2.70 994.57 9.61 -0.14 5.70 -0.54 -0.85 -0.14 0.73 -0.15 -0.15 1421.041 4054.02 7452.04
2.27 994.62 -1.05 -10.78 36.22 -0.56 -0.76 -0.21 0.72 -0.11 -0.14 1421.545 4054.02 7452.04
2.91 994.55 7.43 17.24 -60.61 -0.46 -0.88 -0.02 0.73 -0.05 -0.11 1422.046 4054.02 7452.04
2.69 994.57 -9.00 -15.48 -75.91 -0.56 -0.99 -0.07 0.77 -0.23 -0.12 1422.548 4054.02 7452.04
2.59 994.58 0.01 11.09 -6.20 -0.48 -0.80 -0.54 0.85 -0.32 -0.09 1423.046 4054.02 7452.04
2.51 994.59 -11.71 16.35 -41.98 -0.29 -0.77 -0.07 0.90 -0.37 -0.08 1423.551 4054.02 7452.04
2.42 994.61 -26.63 26.18 -2.07 -0.24 -0.90 -0.22 0.97 -0.36 -0.04 1424.051 4054.02 7452.04
2.53 994.59 20.61 -48.70 -10.32 -0.17 -0.98 -0.08 1.07 -0.40 -0.01 1424.552 4054.02 7452.04
2.59 994.59 -11.95 34.94 -29.15 -0.27 -1.31 -0.3 1.09 -0.44 -0.03 1425.053 4054.02 7452.04
2.81 994.56 22.29 -9.39 -1.75 -0.08 -1.16 -0.16 1.07 -0.40 -0.01 1425.552 4054.02 7452.04
1.68 994.69 5.91 -6.13 -0.31 -0.03 -0.95 -0.2 1.03 -0.40 -0.02 1426.053 4054.02 7452.04
2.39 994.61 -1.04 22.85 31.57 -0.11 -0.77 -0.16 1.00 -0.39 -0.03 1426.56 4054.02 7452.04
2.84 994.56 5.41 27.58 14.36 -0.13 -0.77 -0.1 1.00 -0.37 -0.01 1427.054 4054.02 7452.04
2.51 994.59 -12.29 -1.15 6.27 -0.35 -0.86 -0.11 1.02 -0.40 -0.02 1427.556 4054.02 7452.04
2.21 994.63 11.22 -16.06 11.39 -0.30 -1.26 -0.19 1.02 -0.37 -0.01 1428.059 4054.02 7452.04
2.90 994.55 9.63 3.92 -45.67 -0.14 -1.18 -0.18 1.02 -0.38 -0.02 1428.557 4054.02 7452.04
2.51 994.59 -2.31 -2.58 3.64 -0.06 -0.98 -0.2 1.05 -0.36 -0.00 1429.058 4054.02 7452.04
2.56 994.59 -0.22 37.70 15.51 -0.14 -0.86 -0.13 0.99 -0.35 -0.01 1429.56 4054.02 7452.04
2.58 994.59 -3.61 -11.20 -6.50 -0.24 -0.80 -0.06 1.02 -0.38 -0.01 1430.063 4054.02 7452.04
2.49 994.60 1.95 -11.37 9.41 -0.18 -1.26 -0.12 1.01 -0.36 0.00 1430.56 4054.02 7452.04
1.98 994.66 5.72 4.60 -21.02 -0.08 -1.06 -0.15 0.98 -0.36 -0.01 1431.062 4054.02 7452.04
2.27 994.62 -5.99 3.47 0.33 -0.04 -0.86 -0.18 1.03 -0.36 -0.01 1431.562 4054.02 7452.04
2.53 994.59 15.15 23.42 22.51 -0.21 -0.79 -0.07 1.01 -0.34 -0.00 1432.066 4054.02 7452.04
2.18 994.63 -0.17 4.42 -14.04 -0.41 -1.22 -0.12 0.99 -0.38 -0.03 1432.566 4054.02 7452.04
2.21 994.63 -0.23 -12.54 21.80 -0.22 -1.31 -0.15 0.98 -0.35 -0.02 1433.068 4054.02 7452.04
2.41 994.61 -0.15 -5.28 -8.99 -0.07 -0.92 -0.16 0.94 -0.34 -0.03 1433.568 4054.02 7452.05
2.58 994.59 -14.64 17.84 -1.88 -0.12 -0.71 -0.18 0.98 -0.37 -0.02 1434.071 4054.02 7452.05
2.65 994.58 16.17 -26.11 16.40 -0.24 -0.77 -0.08 1.01 -0.36 0.00 1434.57 4054.02 7452.05
2.55 994.59 6.61 -3.40 -28.12 -0.21 -1.24 -0.26 0.99 -0.38 -0.02 1435.071 4054.02 7452.05
1.97 994.66 -2.93 4.08 22.49 -0.06 -0.97 -0.27 1.00 -0.35 0.00 1435.571 4054.02 7452.05
2.33 994.62 -5.88 48.61 2.98 -0.03 -1.01 -0.2 0.98 -0.36 -0.02 1436.073 4054.02 7452.05
2.49 994.60 14.21 -26.46 -17.78 -0.29 -0.78 -0.06 1.02 -0.39 -0.02 1436.577 4054.02 7452.05
2.71 994.57 -5.16 -43.37 17.83 -0.37 -1.36 -0.17 0.96 -0.34 -0.01 1437.077 4054.02 7452.05
2.80 994.56 8.53 -19.92 -32.32 -0.16 -0.83 -0.18 0.96 -0.34 -0.01 1437.579 4054.02 7452.05
2.61 994.58 -10.85 16.26 6.71 -0.05 -0.78 -0.13 1.02 -0.36 0.00 1438.077 4054.02 7452.05
2.63 994.58 34.66 13.25 27.55 -0.20 -0.92 0.0 1.01 -0.36 0.00 1438.579 4054.02 7452.05
2.39 994.61 -8.78 2.51 -20.00 -0.49 -1.23 -0.07 0.99 -0.38 -0.02 1439.08 4054.02 7452.05
2.45 994.60 -1.07 -16.19 26.84 -0.16 -1.28 -0.09 1.00 -0.34 0.01 1439.582 4054.02 7452.05
2.80 994.56 -4.16 -16.00 -14.98 -0.08 -0.86 -0.09 0.93 -0.32 -0.02 1440.084 4054.02 7452.05
2.14 994.64 8.94 -16.91 -11.38 -0.41 -0.83 0.03 0.98 -0.36 -0.02 1440.585 4054.02 7452.05
2.03 994.65 5.45 -4.50 -3.51 -0.12 -1.26 -0.14 0.96 -0.32 -0.01 1441.083 4054.02 7452.05
2.33 994.62 -5.45 5.84 -24.21 -0.10 -0.90 -0.13 0.95 -0.33 -0.02 1441.586 4054.02 7452.05
2.14 994.64 -14.33 14.07 0.71 -0.11 -0.75 -0.11 1.02 -0.36 0.00 1442.085 4054.02 7452.05
2.30 994.62 21.77 -20.40 19.56 -0.26 -0.82 0.01 1.02 -0.34 0.01 1442.588 4054.02 7452.05
1.98 994.66 -1.21 22.34 -12.18 -0.40 -1.37 -0.09 1.01 -0.36 -0.01 1443.089 4054.02 7452.05
2.42 994.61 2.31 -7.07 6.20 -0.26 -1.33 -0.14 1.00 -0.34 0.00 1443.587 4054.02 7452.05
2.20 994.63 0.98 4.38 -12.09 -0.11 -0.95 -0.13 0.97 -0.34 -0.00 1444.089 4054.02 7452.05
2.45 994.60 -24.61 10.18 -7.65 -0.07 -0.70 -0.07 1.02 -0.36 -0.00 1444.592 4054.02 7452.06
2.47 994.60 31.82 20.05 35.10 -0.23 -0.81 0.03 0.99 -0.31 0.01 1445.092 4054.02 7452.06
2.70 994.57 0.96 17.75 -24.37 -0.53 -1.23 -0.02 0.96 -0.36 -0.02 1445.594 4054.02 7452.06
2.64 994.58 5.30 -24.48 8.36 -0.25 -1.29 -0.03 0.96 -0.32 -0.01 1446.093 4054.02 7452.06
2.75 994.57 -1.51 11.49 -11.76 -0.13 -1.46 -0.06 0.97 -0.34 -0.01 1446.596 4054.02 7452.06
2.20 994.63 -21.71 22.43 -1.86 -0.14 -0.77 -0.1 1.04 -0.40 -0.02 1447.097 4054.02 7452.06
2.11 994.64 -2.37 -1.37 27.73 -0.47 -0.93 -0.03 1.00 -0.32 0.02 1447.597 4054.02 7452.06
2.23 994.63 9.22 -8.29 -17.18 -0.09 -0.99 -0.12 0.96 -0.33 -0.01 1448.098 4054.02 7452.06
2.17 994.63 -15.48 18.64 -3.84 -0.14 -0.81 -0.17 0.96 -0.35 -0.01 1448.6 4054.02 7452.06
2.45 994.60 8.00 28.47 33.94 -0.23 -0.78 -0.02 0.96 -0.33 -0.00 1449.099 4054.02 7452.06
2.82 994.56 6.29 -18.93 -16.06 -0.25 -0.70 -0.09 0.97 -0.36 -0.02 1449.603 4054.02 7452.06
2.64 994.58 11.91 -20.78 30.44 -0.47 -1.19 0.01 0.97 -0.31 0.02 1450.103 4054.02 7452.06
1.99 994.66 9.35 -0.94 -34.38 -0.22 -1.13 -0.07 0.94 -0.34 -0.02 1450.603 4054.02 7452.06
2.72 994.57 -11.84 22.83 19.61 -0.39 -1.53 -0.21 0.95 -0.34 -0.02 1451.105 4054.02 7452.06
2.28 994.62 4.88 43.87 19.29 -0.20 -0.80 -0.04 0.96 -0.32 -0.00 1451.604 4054.02 7452.06
2.54 994.59 1.26 -17.03 -9.45 -0.37 -0.74 -0.05 0.97 -0.37 -0.01 1452.106 4054.02 7452.06
2.61 994.58 -7.40 -5.85 5.72 -0.23 -1.53 -0.08 0.98 -0.34 0.01 1452.605 4054.02 7452.06
2.86 994.55 -3.39 13.63 -21.61 -0.13 -0.90 -0.05 0.96 -0.33 0.00 1453.109 4054.02 7452.06
2.42 994.61 -13.23 20.15 17.66 -0.17 -0.72 -0.07 0.99 -0.37 -0.01 1453.612 4054.02 7452.06
2.34 994.62 19.61 -6.41 19.00 -0.30 -0.80 0.04 0.99 -0.33 0.02 1454.111 4054.02 7452.06
2.84 994.56 9.85 8.82 -21.25 -0.55 -1.33 -0.07 0.98 -0.37 -0.02 1454.611 4054.02 7452.06
2.04 994.65 -5.30 -14.88 -2.34 -0.12 -1.03 -0.14 0.98 -0.35 -0.00 1455.115 4054.02 7452.06
2.20 994.63 7.90 10.31 -1.28 -0.19 -0.82 0.04 0.97 -0.34 -0.00 1455.614 4054.02 7452.06
2.64 994.58 20.72 -32.69 -23.30 -0.34 -0.65 -0.07 1.01 -0.38 -0.01 1456.117 4054.02 7452.06
2.66 994.58 -7.74 -30.36 20.68 -0.34 -1.28 0.0 1.00 -0.34 0.02 1456.617 4054.02 7452.06
2.42 994.61 13.13 -4.28 -28.52 -0.18 -0.97 -0.08 0.96 -0.34 0.00 1457.118 4054.02 7452.06
2.37 994.61 -17.01 24.22 15.10 -0.17 -0.90 -0.16 0.97 -0.36 -0.01 1457.619 4054.02 7452.07
2.46 994.60 23.31 17.84 20.07 -0.23 -0.79 -0.02 0.97 -0.34 -0.00 1458.119 4054.02 7452.07
2.57 994.59 1.72 -20.97 -12.14 -0.46 -0.82 -0.06 0.97 -0.38 -0.02 1458.621 4054.02 7452.07
2.88 994.55 4.30 -6.35 -7.95 -0.32 -1.26 -0.09 0.97 -0.34 -0.00 1459.121 4054.02 7452.07
2.35 994.61 -3.53 -5.01 -16.17 -0.17 -0.99 -0.05 0.96 -0.34 -0.02 1459.623 4054.02 7452.07
3.15 994.52 -11.60 23.84 1.02 -0.17 -0.81 -0.12 1.02 -0.36 0.01 1460.122 4054.02 7452.07
2.57 994.59 22.64 30.66 25.83 -0.32 -0.96 -0.02 0.99 -0.33 0.00 1460.623 4054.02 7452.07
2.88 994.55 1.47 -14.44 -33.85 -0.45 -0.96 -0.04 1.01 -0.37 -0.00 1461.127 4054.02 7452.07
2.46 994.60 11.11 -3.23 29.51 -0.22 -1.28 -0.07 1.01 -0.33 0.01 1461.625 4054.02 7452.07
2.51 994.59 -1.32 15.82 -2.18 -0.19 -0.95 -0.06 0.95 -0.34 -0.03 1462.127 4054.02 7452.07
2.66 994.58 -22.38 30.17 18.30 -0.06 -0.68 -0.08 1.01 -0.36 -0.00 1462.629 4054.02 7452.07
2.50 994.60 13.57 -28.00 28.77 -0.31 -0.72 0.01 0.97 -0.31 0.01 1463.131 4054.02 7452.07
2.60 994.58 11.83 -27.50 -48.46 -0.30 -1.32 -0.11 0.94 -0.33 -0.02 1463.632 4054.02 7452.07
2.68 994.57 -9.63 11.07 9.13 -0.25 -1.06 -0.16 0.94 -0.32 -0.01 1464.13 4054.02 7452.07
2.50 994.60 -6.34 11.65 8.14 -0.17 -0.82 0.03 0.93 -0.32 -0.02 1464.632 4054.02 7452.07
2.29 994.62 -2.78 5.84 0.82 -0.33 -0.83 -0.05 0.96 -0.34 -0.01 1465.132 4054.02 7452.07
2.35 994.61 9.09 -1.54 29.01 -0.47 -0.78 0.09 0.92 -0.29 -0.02 1465.634 4054.02 7452.07
2.88 994.55 16.13 -31.01 -43.51 -0.29 -1.12 -0.09 0.92 -0.33 -0.03 1466.137 4054.02 7452.07
2.57 994.59 -5.87 -16.05 12.77 -0.19 -1.08 -0.11 0.92 -0.31 -0.02 1466.637 4054.02 7452.07
2.53 994.59 5.95 -1.92 5.90 -0.15 -0.77 -0.0 0.91 -0.30 -0.02 1467.136 4054.02 7452.07
3.16 994.52 -21.81 30.46 -13.65 -0.23 -0.74 -0.05 0.97 -0.34 -0.01 1467.64 4054.02 7452.07
2.26 994.62 21.92 -30.06 4.78 -0.36 -0.85 0.03 0.95 -0.31 -0.00 1468.14 4054.02 7452.07
2.31 994.62 18.83 -10.16 -32.88 -0.33 -1.19 -0.13 0.95 -0.36 -0.03 1468.642 4054.02 7452.07
3.16 994.52 -0.18 -4.25 19.56 -0.20 -0.99 -0.26 0.94 -0.35 -0.02 1469.142 4054.02 7452.07
2.38 994.61 3.66 11.03 3.96 -0.14 -0.79 -0.06 0.94 -0.35 -0.03 1469.64 4054.02 7452.07
2.85 994.55 10.33 -14.69 -3.51 -0.32 -0.79 -0.08 0.97 -0.38 -0.03 1470.144 4054.02 7452.07
2.71 994.57 4.87 -22.18 22.32 -0.37 -0.87 -0.01 0.94 -0.35 -0.03 1470.645 4054.02 7452.08
2.50 994.60 4.46 -11.07 -19.20 -0.29 -1.11 -0.16 0.93 -0.36 -0.04 1471.148 4054.02 7452.08
2.66 994.58 -1.29 0.50 12.58 -0.26 -0.83 -0.26 0.93 -0.36 -0.04 1471.646 4054.02 7452.08
3.02 994.53 1.22 14.58 7.21 -0.21 -0.77 -0.13 0.93 -0.35 -0.04 1472.146 4054.02 7452.08
2.83 994.56 -6.66 7.03 -15.14 -0.52 -0.92 -0.08 0.95 -0.39 -0.06 1472.65 4054.02 7452.08
2.63 994.58 8.32 -10.55 -0.52 -0.35 -1.34 -0.18 0.95 -0.37 -0.03 1473.15 4054.02 7452.08
3.05 994.53 1.17 5.54 -12.01 -0.27 -0.90 -0.11 0.93 -0.36 -0.04 1473.65 4054.02 7452.08
2.69 994.57 -6.70 12.68 4.81 -0.32 -0.87 -0.12 0.96 -0.39 -0.04 1474.151 4054.02 7452.08
1.75 994.68 31.62 64.59 11.49 -0.75 -0.63 -0.36 0.81 -0.41 -0.20 1474.654 4054.02 7452.08
2.15 994.64 12.26 2.95 -18.83 -0.82 -0.42 -0.46 0.80 -0.45 -0.32 1475.154 4054.02 7452.08
2.25 994.63 0.53 -19.02 1.72 -0.87 -0.51 -0.58 0.84 -0.48 -0.35 1475.654 4054.02 7452.08
3.16 994.52 14.60 12.61 17.68 -0.76 -0.18 -0.51 0.84 -0.48 -0.40 1476.156 4054.02 7452.08
3.17 994.52 6.73 2.76 -5.40 -0.76 -0.38 -0.57 0.81 -0.46 -0.37 1476.656 4054.02 7452.08
2.44 994.60 4.94 1.15 2.41 -0.97 -0.73 -0.59 0.82 -0.46 -0.36 1477.155 4054.02 7452.08
2.63 994.58 0.58 6.13 16.74 -0.72 -0.50 -0.46 0.82 -0.45 -0.36 1477.657 4054.02 7452.08
2.85 994.56 0.04 0.26 9.73 -0.76 -0.41 -0.46 0.82 -0.45 -0.34 1478.157 4054.02 7452.08
3.30 994.50 3.47 -2.20 -0.51 -0.83 -0.33 -0.65 0.82 -0.45 -0.33 1478.661 4054.02 7452.08
2.44 994.60 2.49 2.02 0.11 -0.73 -0.49 -0.46 0.81 -0.45 -0.32 1479.159 4054.02 7452.08
2.95 994.54 3.33 4.43 -1.56 -0.74 -0.47 -0.41 0.82 -0.46 -0.32 1479.661 4054.02 7452.08
2.87 994.55 1.72 0.66 1.83 -0.81 -0.37 -0.47 0.81 -0.45 -0.32 1480.161 4054.02 7452.08
2.91 994.55 2.07 -4.65 0.44 -0.79 -0.70 -0.41 0.81 -0.45 -0.32 1480.664 4054.02 7452.08
2.66 994.58 2.86 -6.13 -1.71 -0.76 -0.68 -0.52 0.81 -0.45 -0.32 1481.165 4054.02 7452.08
2.11 994.64 4.22 0.68 2.63 -0.74 -0.51 -0.43 0.81 -0.45 -0.31 1481.664 4054.02 7452.08
2.01 994.65 2.91 1.59 4.29 -0.88 -0.80 -0.52 0.81 -0.44 -0.32 1482.165 4054.02 7452.08
2.75 994.57 2.91 2.90 1.73 -0.74 -0.45 -0.43 0.81 -0.44 -0.31 1482.667 4054.02 7452.08
2.69 994.57 1.70 0.82 -0.34 -0.76 -0.47 -0.39 0.80 -0.44 -0.31 1483.168 4054.02 7452.08
2.40 994.61 1.44 -1.00 2.24 -0.79 -0.48 -0.46 0.81 -0.44 -0.31 1483.669 4054.02 7452.08
2.61 994.58 3.89 -3.69 4.74 -0.83 -0.61 -0.48 0.81 -0.45 -0.31 1484.17 4054.02 7452.08
2.31 994.62 2.36 3.39 -1.50 -0.73 -0.47 -0.43 0.81 -0.44 -0.31 1484.672 4054.02 7452.08
2.59 994.58 1.56 0.88 1.37 -0.78 -0.45 -0.48 0.81 -0.44 -0.31 1485.171 4054.02 7452.08
2.84 994.56 4.12 -0.18 -1.29 -0.72 -0.49 -0.41 0.81 -0.44 -0.31 1485.674 4054.02 7452.08
3.13 994.52 -1.29 3.36 0.81 -0.74 -0.49 -0.5 0.81 -0.44 -0.31 1486.174 4054.02 7452.08
2.97 994.54 -2.96 -1.13 -1.73 -0.74 -0.50 -0.41 0.81 -0.44 -0.30 1486.678 4054.02 7452.08
2.62 994.58 4.86 0.78 -1.15 -0.76 -0.54 -0.41 0.81 -0.44 -0.31 1487.176 4054.02 7452.08
2.94 994.54 2.34 3.24 1.85 -0.79 -0.51 -0.4 0.80 -0.44 -0.30 1487.676 4054.02 7452.08
2.69 994.57 2.80 7.34 7.39 -0.72 -0.68 -0.37 0.81 -0.44 -0.32 1488.178 4054.02 7452.08
2.70 994.57 8.12 3.37 -11.38 -0.80 -0.44 -0.4 0.82 -0.46 -0.35 1488.681 4054.02 7452.08
2.72 994.57 -7.17 -11.23 -0.25 -0.81 -0.39 -0.54 0.82 -0.46 -0.34 1489.184 4054.02 7452.08
2.88 994.55 -11.22 7.88 1.31 -0.77 -0.48 -0.45 0.82 -0.46 -0.33 1489.683 4054.02 7452.08
2.14 994.64 1.20 -4.67 4.45 -0.55 -0.33 -0.34 0.81 -0.45 -0.32 1490.184 4054.02 7452.08
2.92 994.55 5.23 1.23 -4.25 -0.62 -0.52 -0.39 0.81 -0.46 -0.31 1490.684 4054.02 7452.08
2.34 994.61 0.61 1.02 0.61 -0.80 -0.50 -0.47 0.82 -0.45 -0.32 1491.184 4054.02 7452.08
1.95 994.66 4.02 3.94 -1.46 -0.83 -0.32 -0.38 0.81 -0.44 -0.30 1491.686 4054.02 7452.08
2.56 994.59 4.52 -1.58 -2.07 -0.72 -0.45 -0.53 0.81 -0.45 -0.30 1492.189 4054.02 7452.08
2.59 994.58 -4.88 23.34 13.33 -0.78 -0.22 -0.48 0.81 -0.45 -0.31 1492.69 4054.02 7452.08
2.63 994.58 -0.69 -4.05 -1.25 -0.75 -0.49 -0.37 0.82 -0.46 -0.30 1493.191 4054.02 7452.08
3.00 994.54 0.39 -0.04 -0.78 -0.71 -0.55 -0.41 0.81 -0.45 -0.29 1493.691 4054.02 7452.08
2.56 994.59 -1.06 -3.06 -1.48 -1.11 -0.08 -0.36 0.81 -0.45 -0.28 1494.194 4054.02 7452.08
2.65 994.58 1.45 -0.40 0.95 -0.73 -0.63 -0.33 0.82 -0.46 -0.28 1494.692 4054.02 7452.08
2.67 994.58 5.45 2.72 1.67 -0.75 -0.58 -0.44 0.82 -0.45 -0.28 1495.192 4054.02 7452.08
3.11 994.52 3.03 -1.17 0.21 -0.71 -0.55 -0.42 0.82 -0.46 -0.28 1495.694 4054.02 7452.08
2.28 994.62 9.79 -5.41 -6.08 -0.81 -0.40 -0.46 0.82 -0.46 -0.29 1496.197 4054.02 7452.08
2.09 994.64 9.06 6.36 -15.67 -0.81 -0.51 -0.42 0.81 -0.45 -0.33 1496.697 4054.02 7452.08
2.71 994.57 1.03 4.53 4.15 -0.81 -0.38 -0.35 0.80 -0.43 -0.31 1497.196 4054.02 7452.08
2.40 994.61 3.32 -7.29 -1.23 -0.78 -0.28 -0.37 0.80 -0.43 -0.29 1497.699 4054.02 7452.08
2.59 994.59 2.57 9.44 -8.17 -0.73 -0.51 -0.44 0.81 -0.46 -0.30 1498.2 4054.02 7452.08
2.62 994.58 11.25 -24.17 0.38 -0.84 -0.35 -0.47 0.80 -0.44 -0.31 1498.702 4054.02 7452.08
2.40 994.61 -3.85 0.60 1.14 -0.66 -0.82 -0.45 0.81 -0.44 -0.30 1499.201 4054.02 7452.08
2.90 994.55 0.65 2.23 -1.56 -0.72 -0.50 -0.46 0.82 -0.45 -0.30 1499.702 4054.02 7452.08
2.06 994.65 0.94 -0.80 0.79 -0.51 -0.02 -0.44 0.82 -0.45 -0.29 1500.204 4054.02 7452.08
2.50 994.60 -1.12 9.50 5.14 -0.85 -0.28 -0.35 0.82 -0.45 -0.29 1500.704 4054.02 7452.08
2.40 994.61 1.73 17.18 7.53 -0.77 -0.54 -0.46 0.80 -0.44 -0.30 1501.205 4054.02 7452.08
2.56 994.59 1.15 5.75 2.57 -0.82 -0.34 -0.42 0.79 -0.43 -0.36 1501.705 4054.02 7452.08
2.46 994.60 4.41 -1.64 2.55 -0.88 -0.29 -0.34 0.78 -0.41 -0.40 1502.208 4054.02 7452.08
2.71 994.57 1.91 -14.83 4.64 -0.85 -0.39 -0.45 0.78 -0.42 -0.35 1502.709 4054.02 7452.08
2.29 994.62 3.68 0.51 2.84 -0.84 -0.43 -0.38 0.77 -0.42 -0.36 1503.208 4054.02 7452.08
2.53 994.59 2.57 -23.16 -4.76 -0.77 -0.27 -0.38 0.79 -0.44 -0.32 1503.712 4054.02 7452.08
2.30 994.62 4.20 -1.42 -1.64 -0.83 -0.41 -0.43 0.78 -0.42 -0.35 1504.212 4054.02 7452.08
2.68 994.57 4.24 5.22 -3.24 -0.80 -0.34 -0.39 0.79 -0.43 -0.37 1504.712 4054.02 7452.08
2.44 994.60 -3.20 -24.95 -9.58 -0.75 -0.42 -0.44 0.80 -0.45 -0.35 1505.216 4054.02 7452.08
1.96 994.66 -7.99 3.71 -4.07 -0.79 -0.50 -0.41 0.80 -0.43 -0.30 1505.716 4054.02 7452.08
2.04 994.65 -5.58 1.53 -4.86 -0.79 -0.55 -0.38 0.81 -0.45 -0.29 1506.217 4054.02 7452.08
1.63 994.70 5.34 -0.51 1.81 -0.77 -0.53 -0.39 0.82 -0.45 -0.27 1506.717 4054.02 7452.08
2.57 994.59 3.91 -1.59 -4.80 -0.76 -0.54 -0.42 0.83 -0.46 -0.28 1507.219 4054.02 7452.08
1.99 994.66 6.10 -1.60 4.07 -0.73 -0.55 -0.44 0.84 -0.46 -0.28 1507.72 4054.02 7452.08
2.90 994.55 1.54 1.66 4.72 -0.73 -0.53 -0.44 0.83 -0.46 -0.28 1508.219 4054.02 7452.08
2.53 994.59 0.00 -5.84 -2.07 -0.73 -0.56 -0.39 0.83 -0.45 -0.26 1508.722 4054.02 7452.08
2.53 994.59 2.31 0.97 4.57 -0.68 -0.64 -0.38 0.85 -0.45 -0.23 1509.221 4054.02 7452.08
1.86 994.67 0.81 0.85 0.91 -0.69 -0.64 -0.36 0.84 -0.44 -0.24 1509.723 4054.02 7452.08
2.84 994.56 3.54 0.60 1.67 -0.68 -0.62 -0.36 0.84 -0.44 -0.23 1510.223 4054.02 7452.08
2.88 994.55 4.66 -0.28 0.00 -0.69 -0.62 -0.36 0.84 -0.44 -0.23 1510.725 4054.02 7452.08
2.57 994.59 -8.78 -14.76 -2.13 -0.60 -0.65 -0.44 0.87 -0.46 -0.21 1511.229 4054.02 7452.08
2.62 994.58 0.84 -0.78 3.72 -0.52 -0.77 -0.4 0.89 -0.45 -0.16 1511.728 4054.02 7452.08
2.50 994.60 0.12 4.21 11.28 -0.53 -0.80 -0.38 0.88 -0.44 -0.17 1512.228 4054.02 7452.08
2.63 994.58 6.72 -8.14 -1.95 -0.51 -0.80 -0.34 0.90 -0.45 -0.16 1512.73 4054.02 7452.08
2.38 994.61 4.09 6.05 3.61 -0.48 -0.71 -0.42 0.91 -0.46 -0.16 1513.229 4054.02 7452.08
2.99 994.54 6.55 -6.62 -13.55 -0.36 -0.82 -0.5 0.98 -0.49 -0.14 1513.734 4054.02 7452.08
2.74 994.57 6.51 5.24 11.77 -0.48 -0.67 -0.52 0.94 -0.51 -0.22 1514.232 4054.02 7452.08
2.77 994.56 1.48 13.09 -15.98 -0.46 -0.75 -0.47 0.95 -0.50 -0.18 1514.735 4054.02 7452.08
2.50 994.60 6.20 -14.27 5.11 -0.42 -0.75 -0.5 0.97 -0.51 -0.17 1515.235 4054.02 7452.08
2.31 994.62 -1.86 4.86 -0.25 -0.46 -0.77 -0.49 0.96 -0.51 -0.16 1515.737 4054.02 7452.08
2.21 994.63 3.31 -2.32 6.04 -0.50 -0.77 -0.48 0.94 -0.50 -0.17 1516.236 4054.02 7452.08
2.60 994.58 7.33 -7.74 10.12 -0.49 -0.78 -0.41 0.92 -0.48 -0.17 1516.738 4054.02 7452.08
2.49 994.60 4.50 0.35 7.45 -0.49 -0.77 -0.42 0.89 -0.46 -0.17 1517.237 4054.02 7452.08
2.30 994.62 4.51 -1.60 -3.82 -0.50 -0.77 -0.4 0.89 -0.46 -0.17 1517.741 4054.02 7452.08
2.69 994.57 2.68 -0.19 0.95 -0.50 -0.76 -0.42 0.90 -0.46 -0.18 1518.24 4054.02 7452.08
2.28 994.62 -0.41 -1.72 0.75 -0.47 -0.77 -0.4 0.90 -0.47 -0.17 1518.742 4054.02 7452.08
2.33 994.62 17.07 -8.36 16.64 -0.54 -0.78 -0.4 0.89 -0.46 -0.17 1519.244 4054.02 7452.08
2.39 994.61 60.45 -19.28 27.36 -0.49 -0.76 -0.46 0.85 -0.43 -0.21 1519.747 4054.02 7452.08
2.55 994.59 11.17 -4.25 18.63 -0.57 -0.53 -0.62 0.80 -0.41 -0.27 1520.246 4054.02 7452.08
2.30 994.62 8.03 -0.95 22.32 -0.62 -0.59 -0.54 0.76 -0.36 -0.26 1520.746 4054.02 7452.08
2.48 994.60 8.23 3.07 4.95 -0.66 -0.54 -0.54 0.74 -0.33 -0.27 1521.245 4054.02 7452.08
2.36 994.61 -2.21 2.52 3.48 -0.64 -0.54 -0.54 0.74 -0.32 -0.28 1521.747 4054.02 7452.08
2.23 994.63 -0.31 -0.19 2.51 -0.65 -0.55 -0.51 0.74 -0.32 -0.27 1522.249 4054.02 7452.08
2.51 994.59 2.77 1.70 0.03 -0.66 -0.56 -0.51 0.73 -0.32 -0.27 1522.748 4054.02 7452.08
